ISBN-13,Google Books ID,Reading List ID,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
9781476763491,m08ADAAAQBAJ,,The Man Who Knew Infinity,A Life of the Genius Ramanujan,"Kanigel, Robert",464,,Simon and Schuster,"NOW A MAJOR MOTION PICTURE STARRING JEREMY IRONS AND DEV PATEL!

A moving and enlightening look at the unbelievable true story of how gifted prodigy Ramanujan stunned the scholars of Cambridge University and revolutionized mathematics.

In 1913, a young unschooled Indian clerk wrote a letter to G H Hardy, begging the preeminent English mathematician's opinion on several ideas he had about numbers. Realizing the letter was the work of a genius, Hardy arranged for Srinivasa Ramanujan to come to England.

Thus began one of the most improbable and productive collaborations ever chronicled. With a passion for rich and evocative detail, Robert Kanigel takes us from the temples and slums of Madras to the courts and chapels of Cambridge University, where the devout Hindu Ramanujan, ""the Prince of Intuition,"" tested his brilliant theories alongside the sophisticated and eccentric Hardy, ""the Apostle of Proof.""

In time, Ramanujan's creative intensity took its toll: he died at the age of thirty-two, but left behind a magical and inspired legacy that is still being plumbed for its secrets today.","Asian & Asian American; Biography & Autobiography; Cultural, Ethnic & Regional; Educators; Historical; History & Philosophy; Mathematics; Science & Technology",en,,,,,,,,,
,xEo6AQAAMAAJ,,The Wealth of Nations,,"Smith, Adam",474,,"J.M.Dent & sons, Limited",,,en,,,,,,,,,
9781982164799,AifhDwAAQBAJ,,Principles for Dealing with the Changing World Order,Why Nations Succeed and Fail,"Dalio, Ray",576,,Simon and Schuster,"NEW YORK TIMES BESTSELLER * MORE THAN ONE MILLION COPIES SOLD

“A provocative read...There are few tomes that coherently map such broad economic histories as well as Mr. Dalio’s. Perhaps more unusually, Mr. Dalio has managed to identify metrics from that history that can be applied to understand today.” —Andrew Ross Sorkin, The New York Times

From legendary investor Ray Dalio, author of the #1 New York Times bestseller Principles, who has spent half a century studying global economies and markets, Principles for Dealing with the Changing World Order examines history’s most turbulent economic and political periods to reveal why the times ahead will likely be radically different from those we’ve experienced in our lifetimes—and to offer practical advice on how to navigate them well. 

A few years ago, Ray Dalio noticed a confluence of political and economic conditions he hadn’t encountered before. They included huge debts and zero or near-zero interest rates that led to massive printing of money in the world’s three major reserve currencies; big political and social conflicts within countries, especially the US, due to the largest wealth, political, and values disparities in more than 100 years; and the rising of a world power (China) to challenge the existing world power (US) and the existing world order. The last time that this confluence occurred was between 1930 and 1945. This realization sent Dalio on a search for the repeating patterns and cause/effect relationships underlying all major changes in wealth and power over the last 500 years.

In this remarkable and timely addition to his Principles series, Dalio brings readers along for his study of the major empires—including the Dutch, the British, and the American—putting into perspective the “Big Cycle” that has driven the successes and failures of all the world’s major countries throughout history. He reveals the timeless and universal forces behind these shifts and uses them to look into the future, offering practical principles for positioning oneself for what’s ahead.",21st Century; Business & Economics; Economics; Economics & Trade; History; International; Macroeconomics; Modern,en,,,,,,,,,Bookshelf (30)
9781324050506,VWyPEAAAQBAJ,,The Man from the Future,The Visionary Ideas of John von Neumann,"Bhattacharya, Ananyo",368,,WW Norton,"An electrifying biography of one of the most extraordinary scientists of the twentieth century and the world he made. 


The smartphones in our pockets and computers like brains. The vagaries of game theory and evolutionary biology. Nuclear weapons and self-replicating spacecrafts. All bear the fingerprints of one remarkable, yet largely overlooked, man: John von Neumann.

Born in Budapest at the turn of the century, von Neumann is one of the most influential scientists to have ever lived. A child prodigy, he mastered calculus by the age of eight, and in high school made lasting contributions to mathematics. In Germany, where he helped lay the foundations of quantum mechanics, and later at Princeton, von Neumann’s colleagues believed he had the fastest brain on the planet—bar none. He was instrumental in the Manhattan Project and the design of the atom bomb; he helped formulate the bedrock of Cold War geopolitics and modern economic theory; he created the first ever programmable digital computer; he prophesized the potential of nanotechnology; and, from his deathbed, he expounded on the limits of brains and computers—and how they might be overcome.

Taking us on an astonishing journey, Ananyo Bhattacharya explores how a combination of genius and unique historical circumstance allowed a single man to sweep through a stunningly diverse array of fields, sparking revolutions wherever he went. The Man from the Future is an insightful and thrilling intellectual biography of the visionary thinker who shaped our century.",Biography & Autobiography; History; History & Philosophy; Mathematics; Science; Science & Technology,en,,,,,,,,,
9780762416981,06qwswEACAAJ,,On The Shoulders Of Giants,,"Hawking, Stephen",1280,,Running Press,"World-renowned physicist and bestselling author Stephen Hawking presents a revolutionary look at the momentous discoveries that changed our perception of the world with this first-ever compilation of seven classic works on physics and astronomy. His choice of landmark writings by some of the world's great thinkers traces the brilliant evolution of modern science and shows how each figure built upon the genius of his predecessors. On the Shoulders of Giants includes, in their entirety, On the Revolution of Heavenly Spheres by Nicolaus Copernicus; Principia by Sir Isaac Newton; The Principle of Relativity by Albert Einstein; Dialogues Concerning Two Sciences by Galileo Galilei with Alfonso De Salvio; plus Mystery of the Cosmos, Harmony of the World, and Rudolphine Tables by Johannes Kepler. It also includes five critical essays and a biography of each featured physicist, written by Hawking himself.",Astronomy; Astrophysics; Cosmology; Essays; History; Physics; Science; Space Science,en,,,,,,,,,Bookshelf (27)
9780470452578,A8K7EAAAQBAJ,,How I Became a Quant,Insights from 25 of Wall Street's Elite,"Lindsey, Richard R.; Schachter, Barry",400,,John Wiley & Sons,"Praise for How I Became a Quant

""Led by two top-notch quants, Richard R. Lindsey and Barry Schachter, How I Became a Quant details the quirky world of quantitative analysis through stories told by some of today's most successful quants. For anyone who might have thought otherwise, there are engaging personalities behind all that number crunching!""
--Ira Kawaller, Kawaller & Co. and the Kawaller Fund

""A fun and fascinating read. This book tells the story of how academics, physicists, mathematicians, and other scientists became professional investors managing billions.""
--David A. Krell, President and CEO, International Securities Exchange

""How I Became a Quant should be must reading for all students with a quantitative aptitude. It provides fascinating examples of the dynamic career opportunities potentially open to anyone with the skills and passion for quantitative analysis.""
--Roy D. Henriksson, Chief Investment Officer, Advanced Portfolio Management

""Quants""--those who design and implement mathematical models for the pricing of derivatives, assessment of risk, or prediction of market movements--are the backbone of today's investment industry. As the greater volatility of current financial markets has driven investors to seek shelter from increasing uncertainty, the quant revolution has given people the opportunity to avoid unwanted financial risk by literally trading it away, or more specifically, paying someone else to take on the unwanted risk.

How I Became a Quant reveals the faces behind the quant revolution, offering you?the?chance to learn firsthand what it's like to be a?quant today. In this fascinating collection of Wall Street war stories, more than two dozen quants detail their roots, roles, and contributions, explaining what they do and how they do it, as well as outlining the sometimes unexpected paths they have followed from the halls of academia to the front lines of an investment revolution.",Accounting; Business & Economics; Finance,en,,,,,,,,,Bookshelf (29)
9780140449112,QZ6YApMzJt4C,,The Odyssey,,Homer,416,,Penguin Publishing Group,"The epic tale of Odysseus’s journey home – one of the earliest and greatest works of Western literature

If the Iliad is the world's greatest war epic, the Odyssey is literature's grandest evocation of an everyman's journey through life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces during his ten-year voyage home to Ithaca after the Trojan War is at once a timeless human story and an individual test of moral endurance.

E. V. Rieu’s translation has long been beloved and celebrated by scholars and readers alike, and for this Penguin Classics edition, classicist D. C. H. Rieu has revised the work of his father. This edition also includes an introduction by Peter V. Jones.

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","Ancient; Ancient & Classical; Classics; Epic; Fairy Tales, Folk Tales, Legends & Mythology; Fiction; Literary Collections; Literary Criticism; Poetry; Religion",en,,,,,,,,,Bookshelf (28)
9780465019922,-irFy3jOyMYC,,The Strangest Man,"The Hidden Life of Paul Dirac, Mystic of the Atom","Farmelo, Graham",560,,Basic Books,"Paul Dirac was among the greatest scientific geniuses of the modern age. One of Einstein's most admired colleagues, he helped discover quantum mechanics, and his prediction of antimatter was one of the greatest triumphs in the history of physics. In 1933 he became the youngest theoretician ever to win the Nobel Prize in Physics. Dirac's personality, like his achievements, is legendary. The Strangest Man uses previously undiscovered archives to reveal the many facets of Dirac's brilliantly original mind.",Biography & Autobiography; Essays; History; Physics; Quantum Theory; Science; Science & Technology,en,,,,,,,,,
9783319155241,Llb1CAAAQBAJ,,Why Greatness Cannot Be Planned,The Myth of the Objective,"Stanley, Kenneth O.; Lehman, Joel",141,,Springer,"Why does modern life revolve around objectives? From how science is funded, to improving how children are educated -- and nearly everything in-between -- our society has become obsessed with a seductive illusion: that greatness results from doggedly measuring improvement in the relentless pursuit of an ambitious goal. In Why Greatness Cannot Be Planned, Stanley and Lehman begin with a surprising scientific discovery in artificial intelligence that leads ultimately to the conclusion that the objective obsession has gone too far. They make the case that great achievement can't be bottled up into mechanical metrics; that innovation is not driven by narrowly focused heroic effort; and that we would be wiser (and the outcomes better) if instead we whole-heartedly embraced serendipitous discovery and playful creativity.

Controversial at its heart, yet refreshingly provocative, this book challenges readers to consider life without a destination and discovery without a compass.",Artificial Intelligence; Computers; Information Technology,en,,,,,,,,,
9781847658807,IfJYBQAAQBAJ,,The Vital Question,Why is life the way it is?,"Lane, Nick",569,,Profile Books,"Why is life the way it is? Bacteria evolved into complex life just once in four billion years of life on earth-and all complex life shares many strange properties, from sex to ageing and death. If life evolved on other planets, would it be the same or completely different?

In The Vital Question, Nick Lane radically reframes evolutionary history, putting forward a cogent solution to conundrums that have troubled scientists for decades. The answer, he argues, lies in energy: how all life on Earth lives off a voltage with the strength of a bolt of lightning. In unravelling these scientific enigmas, making sense of life's quirks, Lane's explanation provides a solution to life's vital questions: why are we as we are, and why are we here at all?

This is ground-breaking science in an accessible form, in the tradition of Charles Darwin's The Origin of Species, Richard Dawkins' The Selfish Gene, and Jared Diamond's Guns, Germs and Steel.",Science,en,,,,,,,,,
9780544080102,5TcpHMeOJs0C,,Fiasco,,"Lem, Stanislaw",336,,HMH,"“A stunningly inventive fantasy about cosmic travel” from the Kafka Prize–winning author of Solaris (The New York Times).

The Hermes explorer ship represents the epitome of Earth’s excellence: a peaceful mission sent forth to make first contact with an alien civilization, and to use the expansive space technology developed by humanity to seek new worlds, friendships, and alliances. But what its crew discovers on the planet Quinta is nothing like they had hoped. Locked in a seemingly endless cold war among themselves, the Quintans are uncommunicative and violent, refusing any discourse—except for the firing of deadly weapons.

The crew of the Hermes is determined to accomplish what they had set out to do. But the cost of learning the secrets hidden on the silent surface of Quinta may be grave.

Stark, startling, and insightful, Fiasco has been praised by Publishers Weekly as “one of Lem’s best novels.” It is classic, thought-provoking hard science fiction, as prescient today as when it was first written.",Alien Contact; Fiction; Hard Science Fiction; Science Fiction; Space Exploration,en,,,,,,,,,
9780593731383,oXLFEAAAQBAJ,,Read Write Own,Building the Next Era of the Internet,"Dixon, Chris",230,,Random House Publishing Group,"NEW YORK TIMES BESTSELLER • A potent exploration of the power of blockchains to reshape the future of the internet—and how that affects us all—from influential technology entrepreneur and startup investor Chris Dixon
 
“A must for anyone who wants to better understand the real potential of blockchains and web3.”—Robert Iger, CEO, Disney
 
“A compelling vision of where the internet should go and how to get there.”—Sam Altman, co-founder, OpenAI

The internet of today is a far cry from its early promise of a decentralized, democratic network of innovation, connection, and freedom. In the past decade, it has fallen almost entirely under the control of a very small group of companies like Apple, Google, and Facebook. In Read Write Own, tech visionary Chris Dixon argues that the dream of an open network for fostering creativity and entrepreneurship doesn’t have to die and can, in fact, be saved with blockchain networks. He separates this movement, which aims to provide a solid foundation for everything from social networks to artificial intelligence to virtual worlds, from cryptocurrency speculation—a distinction he calls “the computer vs. the casino.”

With lucid and compelling prose—drawing from a twenty-five-year career in the software industry—Dixon shows how the internet has undergone three distinct eras, bringing us to the critical moment we’re in today. The first was the “read” era, in which early networks democratized information. In the “read-write” era, corporate networks democratized publishing. We are now in the midst of the “read-write-own” era, sometimes called web3, in which blockchain networks are granting power and economic benefits to communities of users, not just corporations.

Read Write Own is a must-read for anyone—internet users, business leaders, creators, entrepreneurs—who wants to understand where we’ve been and where we’re going. It provides a vision for a better internet and a playbook to navigate and build the future.",Blockchain; Business & Economics; Computers; Computers & Information Technology; Industries; Internet,en,2024-05-05,,,,49,,,,
9781476753836,yvqxDgAAQBAJ,,"Salt, Fat, Acid, Heat",Mastering the Elements of Good Cooking,"Nosrat, Samin",469,,Simon and Schuster,"Now a Netflix series 

New York Times Bestseller and Winner of the 2018 James Beard Award for Best General Cookbook and multiple IACP Cookbook Awards 

Named one of the Best Books of 2017 by: NPR, BuzzFeed, The Atlantic, The Washington Post, Chicago Tribune, Rachel Ray Every Day, San Francisco Chronicle, Vice Munchies, Elle.com, Glamour, Eater, Newsday, Minneapolis Star Tribune,  The Seattle Times, Tampa Bay Times, Tasting Table, Modern Farmer, Publishers Weekly,  and more.

A visionary new master class in cooking that distills decades of professional experience into just four simple elements, from the woman declared ""America's next great cooking teacher"" by Alice Waters.

In the tradition of The Joy of Cooking and How to Cook Everything comes Salt, Fat, Acid, Heat, an ambitious new approach to cooking by a major new culinary voice. Chef and writer Samin Nosrat has taught everyone from professional chefs to middle school kids to author Michael Pollan to cook using her revolutionary, yet simple, philosophy. Master the use of just four elements--Salt, which enhances flavor; Fat, which delivers flavor and generates texture; Acid, which balances flavor; and Heat, which ultimately determines the texture of food--and anything you cook will be delicious. By explaining the hows and whys of good cooking, Salt, Fat, Acid, Heat will teach and inspire a new generation of cooks how to confidently make better decisions in the kitchen and cook delicious meals with any ingredients, anywhere, at any time.

Echoing Samin's own journey from culinary novice to award-winning chef, Salt, Fat Acid, Heat immediately bridges the gap between home and professional kitchens. With charming narrative, illustrated walkthroughs, and a lighthearted approach to kitchen science, Samin demystifies the four elements of good cooking for everyone. Refer to the canon of 100 essential recipes--and dozens of variations--to put the lessons into practice and make bright, balanced vinaigrettes, perfectly caramelized roast vegetables, tender braised meats, and light, flaky pastry doughs.

Featuring 150 illustrations and infographics that reveal an atlas to the world of flavor by renowned illustrator Wendy MacNaughton, Salt, Fat, Acid, Heat will be your compass in the kitchen. Destined to be a classic, it just might be the last cookbook you'll ever need.

With a foreword by Michael Pollan.",Cooking; Methods; Reference; Regional & Ethnic; Specific Ingredients,en,2023-03-11,,,,99,,,,
9781589795471,qRMqB2BSJr4C,,The Millionaire Next Door,The Surprising Secrets of America's Wealthy,"Stanley, Thomas J.; Danko, William D.",272,,Government Institutes,"""Why aren't I as wealthy as I should be?"" Many people ask this question of themselves all the time. Often they are hard-working, well educated middle- to high-income people. Why, then, are so few affluent. For nearly two decades the answer has been found in the bestselling The Millionaire Next Door: The Surprising Secrets of America's Wealthy, reissued with a new foreword for the twenty-first century by Dr. Thomas J. Stanley. According to the authors, most people have it all wrong about how you become wealthy in America. Wealth in America is more often the result of hard work, diligent savings, and living below your means than it is about inheritance, advance degrees, and even intelligence. The Millionaire Next Door identifies seven common traits that show up again and again among those who have accumulated wealth. You will learn, for example, that millionaires bargain shop for used cars, pay a tiny fraction of their wealth in income tax, raise children who are often unaware of their family's wealth until they are adults, and, above all, reject the big-spending lifestyles most of us associate with rich people. In fact, you will learn that the flashy millionaires glamorized in the media represent only a tiny minority of America's rich. Most of the truly wealthy in this country don't live in Beverly Hills or on Park Avenue-they live next door.",Business & Economics; Motivational; Personal Finance; Social Classes & Economic Disparity; Social Science,en,2023-05-07,,2023-05-31,,,,2.5,Will come back to review this once I get my copy back,
9780060155476,,2FBBA537-8F38-413B-8BEA-D51030F2EED2,The Intelligent Investor,A Book of Practical Counsel,"Graham, Benjamin",291,1986-01-22,HarperBusiness,"The classic bestseller by Benjamin Graham, perhapsthe greatest investment advisor of the 20th century, The Intelligent Investor has taught and inspired hundreds of thousands of people worldwide. Since its original publication in 1949, Benjamin Graham's book has remained the most respected guide to investing, due to his timeless philosophyof""value investing,"" which helps protect investors against the areas of possible substantial error and teaches them to develop long-term strategies with which they will be comfortable down the road.
Over the years, market developments have borne out the wisdom ofBenjamin Graham's basic policies. Here he takes account of both the defensive and the enterprising investor, outlining the principles of stock selection for each, and stressing the advantages of a simple portfolio policy. Among the book's special features are the use of numerous comparisons of pairs of common stocks to bring out their elements of strength and weakness and the construction of investment portfolios designed to meet specific requirements of quality and price attractiveness.

The Intelligent Investor may be the most important book you will ever read on making your investments a success.

""The Intelligent Investor is the best book ever written for the stockholder,"" says author and investment counselor John Train. Benjamin Graham's classic work offers sound and safe principles for investing-principles that have worked for more than forty years since the first edition was published. With an introduction and appendix by Warren Buffett, one of Graham's most famous students in investing strategy, this book takes account of both the defensive and the enterprising investor.

""By far the best book on investing ever written."" -- Warren E. Buffett

""There have been other good books written about money since 1841, but only a few hold up. The best known and most likely to make you money is The Intelligent Investor."" -- Andrew Tobias

""Graham ranks as this century's (and perhaps history's) most important thinker on applied portfolio investment."" -- John Train, author of The Money Masters",Finance; Investing,en,2023-06-16,,2023-07-09,,,,2.5,Was a nice book. Pretty outdated though given the rise of ETFs in recent years and how they have changed investing for the lay-investor. Also some sections were simply outdated and too specific (e.g. the sections on specific bond types). I also made the mistake of buying the classic edition which is the one written in the 50s so it was even more useless (I then read the “newest” edition which was slightly better).,
9780060752613,QFdUX7xFpZ0C,,intelligent investor,The Classic Text on Value Investing,"Graham, Benjamin",250,,HarperCollins,"More than one million hardcovers sold
Now available for the first time in paperback!

The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions

The greatest investment advisor of the twentieth century, Benjamin Graham taught and inspired people worldwide. Graham's philosophy of ""value investing"" -- which shields investors from substantial error and teaches them to develop long-term strategies -- has made The Intelligent Investor the stock market bible ever since its original publication in 1949.

Over the years, market developments have proven the wisdom of Graham's strategies. While preserving the integrity of Graham's original text, this revised edition includes updated commentary by noted financial journalist Jason Zweig, whose perspective incorporates the realities of today's market, draws parallels between Graham's examples and today's financial headlines, and gives readers a more thorough understanding of how to apply Graham's principles.

Vital and indispensable, this HarperBusiness Essentials edition of The Intelligent Investor is the most important book you will ever read on how to reach your financial goals.",Business & Economics; Finance; Investing; Investments & Securities; Personal Finance,en,2023-05-31,,2023-06-16,Y,138,,,,
9780140449273,XtS0pZ4iiaYC,,The Symposium,,Plato,144,,Penguin Publishing Group,"A fascinating discussion on sex, gender, and human instincts, as relevant today as ever

In the course of a lively drinking party, a group of Athenian intellectuals exchange views on eros, or desire. From their conversation emerges a series of subtle reflections on gender roles, sex in society and the sublimation of basic human instincts. The discussion culminates in a radical challenge to conventional views by Plato's mentor, Socrates, who advocates transcendence through spiritual love. The Symposium is a deft interweaving of different viewpoints and ideas about the nature of love—as a response to beauty, a cosmic force, a motive for social action and as a means of ethical education.

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",Ancient & Classical; Essays; History & Surveys; Individual Philosophers; Philosophy,en,2023-07-15,,2023-07-23,,,,2.0,I can see why people would find this interesting but it is really obvious this was written in ancient times. Women are regarded as inferior intellectually and the book praises what by today’s standards would be pedophilic relationships. It was still interesting to get a view of what Plato and an ancient greek philosopher would think and i was more interested in the greek culture aspect of the work than the actual philosophizing done about love which i believe is very outdated and non-applicable to todays discourse on the subject.,
9780771038518,EoyTEAAAQBAJ,,Sapiens,A Brief History of Humankind,"Harari, Yuval Noah",512,,McClelland & Stewart,"NATIONAL BESTSELLER
NEW YORK TIMES BESTSELLER

Destined to become a modern classic in the vein of Guns, Germs, and Steel, Sapiens is a lively, groundbreaking history of humankind told from a unique perspective.
100,000 years ago, at least six species of human inhabited the earth. Today there is just one.
Us.
Homo Sapiens.
How did our species succeed in the battle for dominance? Why did our foraging ancestors come together to create cities and kingdoms? How did we come to believe in gods, nations, and human rights; to trust money, books, and laws; and to be enslaved by bureaucracy, timetables, and consumerism? And what will our world be like in the millennia to come?
In Sapiens, Dr. Yuval Noah Harari spans the whole of human history, from the very first humans to walk the earth to the radical — and sometimes devastating — breakthroughs of the Cognitive, Agricultural, and Scientific Revolutions. Drawing on insights from biology, anthropology, palaeontology, and economics, he explores how the currents of history have shaped our human societies, the animals and plants around us, and even our personalities. Have we become happier as history has unfolded? Can we ever free our behaviour from the heritage of our ancestors? And what, if anything, can we do to influence the course of the centuries to come?
Bold, wide-ranging and provocative, Sapiens challenges everything we thought we knew about being human: our thoughts, our actions, our power...and our future.",Anthropology; Civilization; Cultural & Social; Evolution; History; Life Sciences; Science; Social Science,en,2023-06-13,,2023-07-24,,,,3.0,"Cool novel, especially for someone with very minimal historical knowledge I feel it does a good job of priming one’s curiosity for history and serving as an entry point for one to continue exploring whatever they seem interested in. It is a bit opinionated but that’s to be expected and I find the POV of the author to be compelling and interesting. I don’t have many strong opinions on any concepts discussed in this book soI don’t have much to say about those other than that they were thought provoking and interesting",Science to Read (2)
9781501144318,ZlU3DwAAQBAJ,,Why We Sleep,Unlocking the Power of Sleep and Dreams,"Walker, Matthew",360,,Simon and Schuster,"“Why We Sleep is an important and fascinating book…Walker taught me a lot about this basic activity that every person on Earth needs. I suspect his book will do the same for you.” —Bill Gates

A New York Times bestseller and international sensation, this “stimulating and important book” (Financial Times) is a fascinating dive into the purpose and power of slumber.

Sleep is one of the most important but least understood aspects of our life, wellness, and longevity. Until very recently, science had no answer to the question of why we sleep, or what good it served, or why we suffer such devastating health consequences when we don't sleep. Compared to the other basic drives in life—eating, drinking, and reproducing—the purpose of sleep remained elusive.

An explosion of scientific discoveries in the last twenty years has shed new light on this fundamental aspect of our lives. Now, preeminent neuroscientist and sleep expert Matthew Walker gives us a new understanding of the vital importance of sleep and dreaming. Within the brain, sleep enriches our ability to learn, memorize, and make logical decisions. It recalibrates our emotions, restocks our immune system, fine-tunes our metabolism, and regulates our appetite. Dreaming mollifies painful memories and creates a virtual reality space in which the brain melds past and present knowledge to inspire creativity.

Walker answers important questions about sleep: how do caffeine and alcohol affect sleep? What really happens during REM sleep? Why do our sleep patterns change across a lifetime? How do common sleep aids affect us and can they do long-term damage? Charting cutting-edge scientific breakthroughs, and synthesizing decades of research and clinical practice, Walker explains how we can harness sleep to improve learning, mood, and energy levels; regulate hormones; prevent cancer, Alzheimer’s, and diabetes; slow the effects of aging; increase longevity; enhance the education and lifespan of our children, and boost the efficiency, success, and productivity of our businesses. Clear-eyed, fascinating, and accessible, Why We Sleep is a crucial and illuminating book.",Health & Fitness; Human Anatomy & Physiology; Life Sciences; Medical; Mental Health; Neuroscience; Psychology; Science; Sleep,en,2023-03-26,,2023-07-23,Y,142,,,,
9780593357132,OPAgEAAAQBAJ,,The Martian,A Novel,"Weir, Andy",435,,Random House Publishing Group,"#1 NEW YORK TIMES BESTSELLER • “Brilliant . . . a celebration of human ingenuity [and] the purest example of real-science sci-fi for many years . . . utterly compelling.”—The Wall Street Journal
 
The inspiration for the major motion picture
 
Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.

Now, he’s sure he’ll be the first person to die there.

After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive.

Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first.

But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills—and a relentless, dogged refusal to quit—he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?

NAMED ONE OF PASTE’S BEST NOVELS OF THE DECADE

“A hugely entertaining novel [that] reads like a rocket ship afire . . . Weir has fashioned in Mark Watney one of the most appealing, funny, and resourceful characters in recent fiction.”—Chicago Tribune 
 
“As gripping as they come . . . You’ll be rooting for Watney the whole way, groaning at every setback and laughing at his pitchblack humor. Utterly nail-biting and memorable.”—Financial Times",Action & Adventure; Fiction; Hard Science Fiction; Science Fiction; Suspense; Thrillers,en,2023-07-23,,2023-07-28,,,,4.5,This book was awesome. I really ,
